year,iso_code,country,co2,population,share_co2,share_tmp_ghg,tmp_change_co2,tmp_change_ghg,gdp,kyoto_ratification_year,kyoto_us_ratification_year,paris_ratification_year,kyoto_dummy,kyoto_us_dummy,paris_dummy,time,ln_co2,ln_population,ln_share_co2,ln_share_tmp_ghg,ln_tmp_change_co2,ln_tmp_change_ghg,ln_gdp,zln_co2,zln_population,zln_share_co2,zln_share_tmp_ghg,zln_tmp_change_co2,zln_gdp,Kyoto_and_Paris,None,time_kyoto,time_paris,time_kyoto_us,continent,UN_region,hdicode,development_status,developing,developed,developed_kyoto,developed_paris,developing_kyoto,developing_paris,income,high_income,low_income,high_kyoto,high_paris,low_kyoto,low_paris,hdi_very_high,hdi_high,hdi_medium,hdi_low,h_income,um_income,lm_income,l_income,kyoto_high,paris_high,kyoto_low,paris_low,kyoto_um,paris_um,kyoto_lm,paris_lm,vh_hdi,h_hdi,m_hdi,l_hdi,kyoto_vh,paris_vh,kyoto_h,paris_h,kyoto_m,paris_m,kyoto_l,paris_l,composite_hdi,vh_h,ln_co2_lag1
2009,ALB,Albania,4.407,2961487,0.014,0.028,0.0,0.0,597790000000.0,2005,2005,2016,1,1,0,20,1.483216877,14.90120207,-4.261580482,-3.571985703,-9.210340372,-9.210340372,27.11650461,-0.256052864,-0.185212101,-0.277989278,-0.645496511,-0.999172229,0.346360311,0,0,20,0,20,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.480945233
2010,ALB,Albania,4.784,2928730,0.014,0.028,0.0,0.0,646570000000.0,2005,2005,2016,1,1,0,21,1.565297919,14.89007944,-4.261580482,-3.571985703,-9.210340372,-9.210340372,27.1949478,-0.224270711,-0.19014138,-0.277989278,-0.645496511,-0.999172229,0.36932778,0,0,21,0,21,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.483216877
2011,ALB,Albania,5.315,2911500,0.015,0.027,0.0,0.0,677743000000.0,2005,2005,2016,1,1,0,22,1.670551826,14.88417897,-4.193060535,-3.608221551,-9.210340372,-9.210340372,27.24203407,-0.183515918,-0.192756326,-0.251711402,-0.662953687,-0.999172229,0.383114219,0,0,22,0,22,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.565297919
2012,ALB,Albania,4.85,2910003,0.014,0.027,0.0,0.0,694225000000.0,2005,2005,2016,1,1,0,23,1.578999323,14.88366467,-4.261580482,-3.608221551,-9.210340372,-9.210340372,27.2660624,-0.218965465,-0.192984251,-0.277989278,-0.662953687,-0.999172229,0.390149502,0,0,23,0,23,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.670551826
2013,ALB,Albania,5.287,2907570,0.015,0.027,0.0,0.0,703125000000.0,2005,2005,2016,1,1,0,24,1.665269891,14.88282824,-4.193060535,-3.608221551,-9.210340372,-9.210340372,27.27880061,-0.185561108,-0.193354937,-0.251711402,-0.662953687,-0.999172229,0.393879136,0,0,24,0,24,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.578999323
2014,ALB,Albania,6.0,2903748,0.017,0.026,0.0,0.0,726250000000.0,2005,2005,2016,1,1,0,25,1.791776136,14.88151287,-4.068676815,-3.645819965,-9.210340372,-9.210340372,27.31115969,-0.136577313,-0.193937875,-0.20400938,-0.681067299,-0.999172229,0.403353586,0,0,25,0,25,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.665269891
2015,ALB,Albania,4.712,2898634,0.013,0.026,0.0,0.0,746385000000.0,2005,2005,2016,1,1,0,26,1.550133669,14.87975015,-4.335143049,-3.645819965,-9.210340372,-9.210340372,27.33850761,-0.230142378,-0.194719072,-0.306201034,-0.681067299,-0.999172229,0.411360814,0,0,26,0,26,Europe,Southern Europe,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.791776136
2016,ALB,Albania,4.632,2897868,0.013,0.026,0.0,0.0,766440000000.0,2005,2005,2016,1,1,1,27,1.533010329,14.87948585,-4.335143049,-3.645819965,-9.210340372,-9.210340372,27.36502251,-0.236772613,-0.194836202,-0.306201034,-0.681067299,-0.999172229,0.41912414,1,0,27,27,27,Europe,Southern Europe,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.550133669
2017,ALB,Albania,5.293,2898247,0.015,0.025,0.0,0.0,806672000000.0,2005,2005,2016,1,1,1,28,1.666404086,14.87961663,-4.193060535,-3.684887433,-9.210340372,-9.210340372,27.41618263,-0.185121942,-0.194778245,-0.251711402,-0.699888651,-0.999172229,0.434103369,1,0,28,28,28,Europe,Southern Europe,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.533010329
2018,ALB,Albania,4.895,2894231,0.013,0.025,0.0,0.0,863019000000.0,2005,2005,2016,1,1,1,29,1.588234705,14.87823,-4.335143049,-3.684887433,-9.210340372,-9.210340372,27.48370281,-0.215389483,-0.195392764,-0.306201034,-0.699888651,-0.999172229,0.453872677,1,0,29,29,29,Europe,Southern Europe,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.666404086
2019,ALB,Albania,4.827,2885012,0.013,0.025,0.0,0.0,889308000000.0,2005,2005,2016,1,1,1,30,1.574245873,14.87503962,-4.335143049,-3.684887433,-9.210340372,-9.210340372,27.51370962,-0.220806022,-0.196806666,-0.306201034,-0.699888651,-0.999172229,0.462658404,1,0,30,30,30,Europe,Southern Europe,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.588234705
2020,ALB,Albania,4.711,2871951,0.013,0.025,0.0,0.0,860123000000.0,2005,2005,2016,1,1,1,31,1.549921426,14.87050215,-4.335143049,-3.684887433,-9.210340372,-9.210340372,27.48034121,-0.230224559,-0.198817563,-0.306201034,-0.699888651,-0.999172229,0.452888429,1,0,31,31,31,Europe,Southern Europe,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1.574245873
1991,DZA,Algeria,78.807,25987937,0.34,0.329,0.001,0.003,543355000000.0,2005,2005,2016,0,0,0,2,4.367003094,17.07314303,-1.078515587,-1.111393623,-6.812445099,-5.776353167,27.02102897,0.860562297,0.777339673,0.942738246,0.539931452,0.287705398,0.318405893,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.340398326
1992,DZA,Algeria,79.883,26628568,0.355,0.334,0.001,0.003,652083000000.0,2005,2005,2016,0,0,0,3,4.380564316,17.09749518,-1.035355839,-1.09631493,-6.812445099,-5.776353167,27.20343723,0.865813264,0.78813196,0.959290309,0.547195844,0.287705398,0.37181341,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.367003094
1993,DZA,Algeria,81.944,27277040,0.36,0.34,0.001,0.004,713276000000.0,2005,2005,2016,0,0,0,4,4.406037307,17.12155588,-1.021373508,-1.078515587,-6.812445099,-5.496768305,27.29313397,0.875676522,0.79879508,0.96465263,0.55577095,0.287705398,0.398075815,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.380564316
1994,DZA,Algeria,88.608,27887276,0.385,0.345,0.001,0.004,880030000000.0,2005,2005,2016,0,0,0,5,4.484223276,17.14368109,-0.954252238,-1.063921049,-6.812445099,-5.496768305,27.50322168,0.905950485,0.808600437,0.990394104,0.562802093,0.287705398,0.459587626,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.406037307
1995,DZA,Algeria,96.777,28470194,0.411,0.353,0.001,0.004,1140350000000.0,2005,2005,2016,0,0,0,6,4.572410396,17.16436827,-0.888918785,-1.041003976,-6.812445099,-5.496768305,27.76236045,0.94009694,0.817768499,1.015449938,0.573842744,0.287705398,0.535461153,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.484223276
1996,DZA,Algeria,100.039,29033045,0.412,0.36,0.001,0.004,1441580000000.0,2005,2005,2016,0,0,0,7,4.60556111,17.18394522,-0.886489241,-1.021373508,-6.812445099,-5.496768305,27.99676024,0.952933047,0.826444529,1.016381685,0.583300023,0.287705398,0.604091325,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.572410396
1997,DZA,Algeria,88.369,29579300,0.362,0.364,0.001,0.004,1554740000000.0,2005,2005,2016,0,0,0,8,4.481522361,17.20258535,-1.015834862,-1.010326724,-6.812445099,-5.496768305,28.07233228,0.904904679,0.834705384,0.96677674,0.588621981,0.287705398,0.626218145,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.60556111
1998,DZA,Algeria,106.537,30054135,0.438,0.368,0.001,0.004,1595210000000.0,2005,2005,2016,0,0,0,9,4.668493281,17.21851081,-0.825308084,-0.999400639,-6.812445099,-5.496768305,28.09802835,0.977300671,0.841763165,1.039845084,0.59388579,0.287705398,0.633741724,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.481522361
1999,DZA,Algeria,91.449,30474359,0.368,0.372,0.001,0.004,1812280000000.0,2005,2005,2016,0,0,0,10,4.515782533,17.2323962,-0.999400639,-0.988592644,-6.812445099,-5.496768305,28.22560616,0.918170373,0.847916832,0.973079379,0.599092707,0.287705398,0.671095373,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.668493281
2000,DZA,Algeria,85.399,30903895,0.335,0.377,0.001,0.004,2270310000000.0,2005,2005,2016,0,0,0,11,4.447335562,17.24639279,-1.093326284,-0.975244875,-6.812445099,-5.496768305,28.45093801,0.891667394,0.854119781,0.93705824,0.6055232,0.287705398,0.737070531,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.515782533
2001,DZA,Algeria,86.839,31331226,0.338,0.38,0.001,0.004,2517220000000.0,2005,2005,2016,0,0,0,12,4.464056981,17.26012579,-1.084413569,-0.967320903,-6.812445099,-5.496768305,28.55417774,0.898142004,0.860205919,0.940476329,0.609340694,0.287705398,0.767298205,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.447335562
2002,DZA,Algeria,90.692,31750833,0.345,0.383,0.001,0.005,2696220000000.0,2005,2005,2016,0,0,0,13,4.507470253,17.27342952,-1.063921049,-0.959459227,-6.812445099,-5.278514739,28.62287225,0.91495182,0.866101809,0.948335353,0.613128177,0.287705398,0.787411346,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.464056981
2003,DZA,Algeria,94.581,32175813,0.342,0.385,0.001,0.005,3117150000000.0,2005,2005,2016,0,0,0,14,4.549457668,17.28672558,-1.072652187,-0.954252238,-6.812445099,-5.278514739,28.76793948,0.931209539,0.871994301,0.9449869,0.615636724,0.287705398,0.829885741,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.507470253
2004,DZA,Algeria,91.714,32628286,0.32,0.387,0.001,0.005,3608450000000.0,2005,2005,2016,0,0,0,15,4.51867613,17.30069014,-1.139121832,-0.949072221,-6.812445099,-5.278514739,28.91429973,0.919290787,0.878183057,0.919495329,0.618132277,0.287705398,0.872738719,0,1,0,0,0,Africa,Northern Africa,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.549457668
2005,DZA,Algeria,110.993,33109258,0.375,0.39,0.001,0.005,4248840000000.0,2005,2005,2016,1,1,0,16,4.709468037,17.3153235,-0.980562622,-0.941352162,-6.812445099,-5.278514739,29.07766829,0.993166283,0.884668209,0.980303889,0.621851533,0.287705398,0.920571579,0,0,16,0,16,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.51867613
2006,DZA,Algeria,105.896,33623505,0.346,0.392,0.001,0.005,4816530000000.0,2005,2005,2016,1,1,0,17,4.662458425,17.33073593,-1.061027528,-0.93623837,-6.812445099,-5.278514739,29.20307545,0.974963947,0.891498627,0.949445038,0.624315181,0.287705398,0.957289679,0,0,17,0,17,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.709468037
2007,DZA,Algeria,109.889,34189420,0.348,0.393,0.002,0.005,5308150000000.0,2005,2005,2016,1,1,0,18,4.699471675,17.3474268,-1.055265484,-0.933691247,-6.165817934,-5.278514739,29.30026464,0.989295646,0.898895615,0.951654822,0.625542297,0.634730575,0.985745807,0,0,18,0,18,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.662458425
2008,DZA,Algeria,111.087,34816962,0.346,0.394,0.002,0.005,6220510000000.0,2005,2005,2016,1,1,0,19,4.710314578,17.36561524,-1.061027528,-0.931150595,-6.165817934,-5.278514739,29.45887229,0.993494067,0.906956293,0.949445038,0.626766295,0.634730575,1.032184717,0,0,19,0,19,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.699471675
2009,DZA,Algeria,118.856,35490443,0.377,0.394,0.002,0.005,5878330000000.0,2005,2005,2016,1,1,0,20,4.777913518,17.38477401,-0.975244875,-0.931150595,-6.165817934,-5.278514739,29.40229369,1.019668685,0.915446996,0.982343282,0.626766295,0.634730575,1.015619005,0,0,20,0,20,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.710314578
2010,DZA,Algeria,118.353,36188236,0.355,0.394,0.002,0.005,7063060000000.0,2005,2005,2016,1,1,0,21,4.773672529,17.40424465,-1.035355839,-0.931150595,-6.165817934,-5.278514739,29.58590004,1.018026555,0.924075916,0.959290309,0.626766295,0.634730575,1.069377309,0,0,21,0,21,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.777913518
2011,DZA,Algeria,125.095,36903375,0.363,0.395,0.002,0.005,8444360000000.0,2005,2005,2016,1,1,0,22,4.829074248,17.42381357,-1.013077001,-0.928616382,-6.165817934,-5.278514739,29.76452031,1.039478352,0.932748387,0.967834399,0.627987191,0.634730575,1.121675735,0,0,22,0,22,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.773672529
2012,DZA,Algeria,135.674,37646164,0.388,0.395,0.002,0.006,9304320000000.0,2005,2005,2016,1,1,0,23,4.910255686,17.44374162,-0.946492241,-0.928616382,-6.165817934,-5.099466508,29.86150021,1.070912175,0.941580019,0.993370117,0.627987191,0.634730575,1.150070586,0,0,23,0,23,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.829074248
2013,DZA,Algeria,140.786,38414176,0.399,0.395,0.002,0.006,9627890000000.0,2005,2005,2016,1,1,0,24,4.947241717,17.46393712,-0.918543267,-0.928616382,-6.165817934,-5.099466508,29.8956853,1.085233335,0.950530174,1.004088743,0.627987191,0.634730575,1.160079675,0,0,24,0,24,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.910255686
2014,DZA,Algeria,151.283,39205035,0.427,0.395,0.002,0.006,10158700000000.0,2005,2005,2016,1,1,0,25,5.019152916,17.48431574,-0.850737101,-0.928616382,-6.165817934,-5.099466508,29.94935416,1.113077679,0.959561488,1.030092879,0.627987191,0.634730575,1.17579344,0,0,25,0,25,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.947241717
2015,DZA,Algeria,160.087,40019528,0.452,0.395,0.002,0.006,9991030000000.0,2005,2005,2016,1,1,0,26,5.075718042,17.50487809,-0.793851885,-0.928616382,-6.165817934,-5.099466508,29.93270923,1.134979953,0.968674226,1.051908755,0.627987191,0.634730575,1.170919954,0,0,26,0,26,Africa,Northern Africa,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.019152916
2016,DZA,Algeria,158.482,40850720,0.447,0.395,0.002,0.006,10460800000000.0,2005,2005,2016,1,1,1,27,5.065641653,17.525435,-0.804972996,-0.928616382,-6.165817934,-5.099466508,29.97866035,1.131078329,0.977784553,1.047643732,0.627987191,0.634730575,1.184374031,1,0,27,27,27,Africa,Northern Africa,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5.075718042
2017,DZA,Algeria,165.174,41689304,0.459,0.396,0.002,0.006,11113000000000.0,2005,2005,2016,1,1,1,28,5.107000069,17.54575516,-0.778487228,-0.926088574,-6.165817934,-5.099466508,30.03913372,1.147092497,0.986789953,1.057801208,0.629205001,0.634730575,1.202080097,1,0,28,28,28,Africa,Northern Africa,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5.065641653
2018,DZA,Algeria,172.705,42505033,0.47,0.397,0.002,0.006,11926000000000.0,2005,2005,2016,1,1,1,29,5.151585516,17.56513305,-0.754809841,-0.923567141,-6.165817934,-5.099466508,30.10974091,1.164356185,0.995377768,1.066881651,0.63041974,0.634730575,1.222753254,1,0,29,29,29,Africa,Northern Africa,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5.107000069
2019,DZA,Algeria,179.907,43294550,0.485,0.398,0.002,0.006,12135000000000.0,2005,2005,2016,1,1,1,30,5.192440607,17.58353732,-0.723400224,-0.921052049,-6.165817934,-5.099466508,30.12711122,1.180175462,1.003534095,1.078927457,0.631631424,0.634730575,1.227839125,1,0,30,30,30,Africa,Northern Africa,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5.151585516
2020,DZA,Algeria,168.178,44042093,0.479,0.398,0.002,0.006,11010900000000.0,2005,2005,2016,1,1,1,31,5.125023537,17.60065639,-0.735845935,-0.921052049,-6.165817934,-5.099466508,30.02990516,1.154071265,1.011120856,1.07415444,0.631631424,0.634730575,1.199378058,1,0,31,31,31,Africa,Northern Africa,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,5.192440607
1991,AND,Andorra,0.407,56692,0.002,0.0,0.0,0.0,345638450.0,0,0,2017,1,1,0,2,-0.898696423,10.94538839,-6.165817934,0.0,-9.210340372,-9.210340372,19.66090384,-1.178340545,-1.938333177,-1.008277584,1.075362372,-0.999172229,-1.836573218,0,0,2,0,2,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.898696423
1992,AND,Andorra,0.407,60216,0.002,0.0,0.0,0.0,372260700.0,0,0,2017,1,1,0,3,-0.898696423,11.00569338,-6.165817934,0.0,-9.210340372,-9.210340372,19.73510497,-1.178340545,-1.911607462,-1.008277584,1.075362372,-0.999172229,-1.814847788,0,0,3,0,3,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.898696423
1993,AND,Andorra,0.41,63293,0.002,0.0,0.0,0.0,385137000.0,0,0,2017,1,1,0,4,-0.891354247,11.05553002,-6.165817934,0.0,-9.210340372,-9.210340372,19.76910967,-1.175497621,-1.889521066,-1.008277584,1.075362372,-0.999172229,-1.804891515,0,0,4,0,4,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.898696423
1994,AND,Andorra,0.407,64630,0.002,0.0,0.0,0.0,409614400.0,0,0,2017,1,1,0,5,-0.898696423,11.07643398,-6.165817934,0.0,-9.210340372,-9.210340372,19.83072679,-1.178340545,-1.880256936,-1.008277584,1.075362372,-0.999172229,-1.786850573,0,0,5,0,5,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.891354247
1995,AND,Andorra,0.425,63935,0.002,0.0,0.0,0.0,441673500.0,0,0,2017,1,1,0,6,-0.855430844,11.06562222,-6.165817934,0.0,-9.210340372,-9.210340372,19.90608148,-1.161587916,-1.885048445,-1.008277584,1.075362372,-0.999172229,-1.76478739,0,0,6,0,6,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.898696423
1996,AND,Andorra,0.454,64008,0.002,0.0,0.0,0.0,465894800.0,0,0,2017,1,1,0,7,-0.789437841,11.06676335,-6.165817934,0.0,-9.210340372,-9.210340372,19.95947042,-1.136035124,-1.884542723,-1.008277584,1.075362372,-0.999172229,-1.749155584,0,0,7,0,7,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.855430844
1997,AND,Andorra,0.465,64721,0.002,0.001,0.0,0.0,519462800.0,0,0,2017,1,1,0,8,-0.765502843,11.077841,-6.165817934,-6.812445099,-9.210340372,-9.210340372,20.06830576,-1.126767384,-1.879633376,-1.008277584,-2.206637513,-0.999172229,-1.717289565,0,0,8,0,8,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.789437841
1998,AND,Andorra,0.491,65399,0.002,0.001,0.0,0.0,544097050.0,0,0,2017,1,1,0,9,-0.711107506,11.08826225,-6.165817934,-6.812445099,-9.210340372,-9.210340372,20.11463819,-1.105705262,-1.875014933,-1.008277584,-2.206637513,-0.999172229,-1.703723842,0,0,9,0,9,Europe,Southern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.765502843
